sensor_controller-acc_x,sensor_controller-acc_y,sensor_controller-acc_z,sensor_controller-altitude,sensor_controller-altitude_gps,sensor_controller-gra_x,sensor_controller-gra_y,sensor_controller-gra_z,sensor_controller-heading,sensor_controller-latitude,sensor_controller-longitude,sensor_controller-pitch,sensor_controller-press,sensor_controller-roll,sensor_controller-temp
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
-0.03,0.07,-0.01,26.550370593673765,,-0.19,9.59,-2.03,273.125,,,-1.0625,1010.1049554443359,101.9375,18.59836674161932
